,open,high,low,close,volume
20220429,34933,35462,34818,35432,6281190
20220428,34773,34918,34499,34908,6644213
20220427,34505,34603,34278,34564,4493836
20220426,34972,35129,34918,34977,2926894
20220425,35011,35110,34815,34829,6840100
20220422,35469,35503,35252,35395,5276068
20220421,35744,35985,35719,35788,5811604
20220420,35670,35715,35365,35631,2854626
20220419,35390,35744,35380,35660,3076709
20220418,35105,35360,34987,35247,5609717
20220415,35410,35410,35144,35218,6606248
20220414,35833,35833,35523,35641,7554608
20220413,35272,35872,35228,35842,6941935
20220412,35262,35400,35036,35174,9800666
20220411,35370,35646,35242,35508,9124190
20220408,35557,35601,35316,35508,6476660
20220407,35788,35788,35405,35483,10405376
20220406,36098,36157,35931,35955,5321009
20220405,36506,36551,36236,36329,4565227
20220404,36123,36398,35955,36364,4723548
20220401,36319,36324,36015,36192,4145710
20220331,36334,36619,36280,36472,4578072
20220330,36472,36590,36285,36359,4448495
20220329,36231,36388,36098,36231,4296213
20220328,35901,36142,35705,36044,4173777
20220325,36324,36329,35946,36019,4409648
20220324,36083,36177,35887,36167,5845347
20220323,36221,36482,36137,36334,6221447
20220322,35695,36049,35670,36019,4599968
20220321,36246,36246,35656,35695,5658447
20220318,35887,36083,35808,36064,4445412
20220317,36044,36255,35975,35985,8417386
20220316,35292,35503,35031,35449,5957221
20220315,35119,35178,34815,34928,13436704
20220314,35257,35449,35095,35233,8804828
20220311,35326,35439,35110,35296,10153664
20220310,35410,35577,35316,35429,3469122
20220308,34726,35095,34588,34711,6476045
20220307,35410,35434,34947,35169,15214602
20220304,36403,36433,35818,35975,7919207
20220303,36192,36565,36147,36541,4150528
20220302,36024,36118,35818,35857,5160577
20220228,35503,36005,35419,36005,6655212
20220225,35665,35931,35557,35734,8317705
20220224,35842,35901,35228,35336,10638468
20220223,36413,36492,36093,36285,4738642
20220222,36108,36305,35911,36157,5177184
20220221,36226,36688,35931,36688,4064977
20220218,36413,36762,36300,36664,5550417
20220217,36678,37121,36403,36801,8297946
20220216,36310,36595,36295,36565,4300967
20220215,36246,36280,35744,35916,5423089
20220214,36265,36423,35877,36137,5572803
20220211,36639,36890,36457,36629,4900530
20220210,36890,37052,36728,36974,4741900
20220209,36492,36678,36398,36669,4932604
20220208,36383,36551,35906,36167,5013007
20220207,36398,36472,35759,36098,7234943
20220204,36098,36482,36005,36472,5713448
20220203,36270,36590,36000,36000,6980684
20220128,34913,35887,34623,35656,11334316
20220127,36000,36049,34726,34726,10620400
20220126,36147,36344,35877,35912,5996316
20220125,36830,36859,35833,36025,11580995
20220124,37237,37355,36776,36923,10458923
20220121,37414,37493,37100,37345,9319531
20220120,37557,37773,37414,37773,4708992
20220119,37566,37935,37434,37552,5897011
20220118,38239,38293,37719,37827,5843615
20220117,38401,38440,37905,38121,5948510
20220114,38696,38769,38332,38401,4311828
20220113,39255,39309,38966,39005,4255176
20220112,38833,39216,38818,39206,4402693
20220111,38519,38735,38347,38573,4377693
20220110,38710,38735,38180,38460,5071964
20220107,38519,38838,38440,38755,3748795
20220106,38396,38750,38234,38273,10581767
20220105,39133,39187,38455,38661,8975398
20220104,39349,39349,39005,39221,4794958
20220103,39329,39619,39108,39246,5013963
20211230,39422,39530,39074,39152,3933976
20211229,39481,39648,39344,39393,4388821
20211228,39319,39481,39030,39481,5153690
20211227,39408,39422,39162,39162,3800978
20211224,39255,39555,39246,39393,4729721
20211223,39123,39143,38897,39103,4808656
20211222,38926,39098,38784,38912,4927995
20211221,38612,38848,38455,38706,5338077
20211220,38936,38936,38342,38411,4717608
20211217,38799,39162,38681,39133,3749892
20211216,39123,39216,38789,39035,5152823
20211215,38627,38823,38544,38809,3711469
20211214,38789,38995,38632,38799,5097232
20211213,39182,39638,38980,39020,4793907
20211210,39069,39177,38907,38990,2873878
20211209,39039,39349,39015,39206,7470838
20211208,39255,39555,38966,39089,7172736
20211207,38637,38951,38391,38917,5113897
20211206,38396,38769,38057,38598,9962507
20211203,38107,38632,37935,38524,6389567
20211202,37395,38254,37306,38234,5565678
20211201,36869,37714,36761,37640,5359045
20211130,37846,37925,36427,36756,7704268
20211129,37429,37817,37321,37517,5289569
20211126,38347,38529,37753,37817,5152672
20211125,38833,38833,38455,38524,3986683
20211124,39000,39192,38607,38809,5863844
20211123,39167,39216,38833,38887,5099180
20211122,38548,39260,38534,39231,5132492
20211119,38165,38401,37998,38342,4336594
20211118,38062,38288,37969,38062,4593264
20211117,38779,38784,38170,38219,4272525
20211116,38760,38936,38553,38706,4509477
20211115,38593,38848,38524,38774,5368880
20211112,38185,38475,38033,38332,3569448
20211111,37679,37930,37581,37930,4352988
20211110,38126,38352,37886,37935,4840942
20211109,38254,38637,38131,38342,4648844
20211108,38367,38386,37861,38244,5169936
20211105,38745,38809,38072,38293,5652606
20211104,38607,38833,38391,38460,5665836
20211103,38946,38946,38146,38244,4523772
20211102,38489,39098,38489,38794,3500527
20211101,38445,38470,38244,38283,4255816
20211029,38912,38922,38043,38126,5579715
20211028,38828,39020,38735,38750,3589217
20211027,39064,39127,38721,38858,2927430
20211026,39039,39255,38931,39186,3673449
20211025,38525,38882,38314,38824,3623822
20211022,38539,38780,38461,38623,2828139
20211021,38706,38838,38539,38588,3987767
20211020,38980,39093,38657,38657,3914404
20211019,38780,38897,38637,38829,3952252
20211018,38672,38701,38241,38505,3574860
20211015,38500,38735,38476,38628,3797367
20211014,37976,38255,37971,38236,4458060
20211013,37354,37893,37300,37760,4330675
20211012,37917,37947,37226,37383,5465495
20211008,38285,38304,37981,38035,4471184
20211007,37824,38211,37814,38118,5117911
20211006,38275,38471,37491,37491,8055412
20211005,38299,38456,37765,38079,9121283
20211001,39167,39260,38623,38652,4886908
20210930,39152,39485,39005,39387,6728447
20210929,39269,39431,38868,39225,10782396
20210928,40244,40244,39745,39750,5519505
20210927,40147,40465,40058,40274,4858272
20210924,40372,40440,40088,40142,6394399
20210923,40000,40284,39926,40181,5553528
20210917,40000,40313,39857,40244,4420638
20210916,40656,40656,40058,40142,5728958
20210915,40445,40646,40269,40494,4696836
20210914,40333,40676,40333,40436,5338468
20210913,39946,40313,39887,40181,4610185
20210910,39980,40191,39853,40093,4961630
20210909,40499,40538,39877,39906,4305994
20210908,40837,40965,40558,40627,4316106
20210907,41195,41210,40837,40984,3665420
20210906,41131,41278,40994,41229,4543879
20210903,40950,41175,40832,41087,4590585
20210902,41117,41195,40690,40823,6112926
20210901,41092,41317,40911,41200,4676364
20210831,40377,41141,40181,41141,4862392
20210830,40646,40725,40244,40342,4306279
20210827,40122,40406,39946,40244,5176447
20210826,40636,40759,40200,40269,3846528
20210825,40553,40774,40298,40573,3899400
20210824,40019,40470,40019,40445,4328424
20210823,39608,40004,39451,39691,5520579
20210820,39882,40049,39176,39338,8580663
20210819,40220,40470,39725,39725,6897992
20210818,40347,40734,40132,40534,4907206
20210817,40832,40935,40264,40333,6035038
20210813,41396,41425,40622,40793,7241030
20210812,41651,41739,41352,41494,4597795
20210811,41925,42057,41636,41660,4707133
20210810,42454,42454,41896,42038,3477335
20210809,42322,42479,42170,42312,4053782
20210806,42704,42802,42410,42508,3814003
20210805,42778,42954,42635,42709,5244747
20210804,42302,42831,42229,42787,7119409
20210803,41773,42194,41744,42194,4729099
20210802,41827,41896,41518,41827,5782865
20210730,41969,41984,41597,41631,5170078
20210729,42209,42292,42003,42145,4081377
20210728,41884,42148,41737,42085,3772627
20210727,42109,42271,41957,41957,3696625
20210726,42476,42476,41889,41889,3835038
20210723,42334,42471,42217,42344,5501414
20210722,41992,42354,41992,42266,3765208
20210721,42222,42222,41713,41747,5095309
20210720,41791,42011,41747,41962,3969990
20210719,42212,42231,42011,42099,4122720
20210716,42569,42628,42417,42579,3696143
20210715,42594,42784,42452,42760,2903253
20210714,42471,42535,42300,42471,3529180
20210713,42452,42633,42452,42618,3734519
20210712,42139,42334,42139,42261,4015194
20210709,41923,42129,41537,41884,8469772
20210708,42828,42936,42334,42334,5323300
20210707,42902,42902,42672,42779,3900192
20210706,42970,43156,42956,43049,4096861
20210705,42833,42970,42775,42853,2835392
20210702,42691,42877,42647,42652,3511927
20210701,42975,42975,42642,42706,4383894
20210630,42907,43078,42868,42956,3323376
20210629,42995,43019,42672,42804,4025609
20210628,43073,43117,42863,42970,3590203
20210625,42970,43230,42941,43014,4227198
20210624,42706,42917,42701,42799,3221877
20210623,42564,42706,42452,42638,4480103
20210622,42359,42476,42315,42417,4563932
20210621,42104,42276,41943,42129,5692257
20210618,42510,42652,42422,42540,3760645
20210617,42422,42491,42241,42413,5514445
20210616,42344,42716,42334,42657,3756694
20210615,42329,42461,42251,42398,3140905
20210614,42359,42359,42153,42300,3164882
20210611,42129,42408,42124,42320,4474022
20210610,41899,42139,41830,42011,4977983
20210609,42256,42310,41869,41869,3534722
20210608,42432,42569,42290,42349,2902352
20210607,42525,42642,42148,42432,4340424
20210604,42276,42368,42006,42280,5389435
20210603,42129,42618,42129,42442,4859747
20210602,42094,42334,42006,42050,4950603
20210601,41845,42315,41786,42085,5412955
20210531,41816,41845,41522,41845,4719207
20210528,41551,41845,41478,41683,5329349
20210527,41532,41581,41135,41429,13465493
20210526,41639,41757,41419,41502,5318271
20210525,41405,41644,41307,41586,5932581
20210524,41268,41434,41091,41194,6240362
20210521,41561,41918,41228,41312,8427042
20210520,41145,41439,41057,41331,4307918
20210518,41106,41527,41106,41463,4485446
20210517,41390,41405,40749,40979,5334774
20210514,40930,41297,40881,41155,7186343
20210513,40700,41189,40592,40773,6571088
20210512,41962,41962,40954,41248,7169135
20210511,42383,42457,41781,41943,5493820
20210510,42217,42794,42129,42691,5488518
20210507,41781,42119,41723,41987,4866580
20210506,41302,41737,41253,41718,4168783
20210504,41170,41473,41033,41473,4503830
20210503,41346,41718,41077,41126,5204959
20210430,41615,41742,41233,41390,5109657
20210429,41967,42099,41595,41679,5285778
20210428,42221,42225,41739,41821,4033782
20210427,42259,42307,42086,42269,4874865
20210426,41951,42230,41912,42221,4882169
20210423,41594,41960,41358,41840,4358985
20210422,41932,42095,41773,41816,6488446
20210421,42240,42302,41618,41753,12048740
20210420,42163,42558,42163,42514,5660995
20210419,42254,42510,42134,42249,5300414
20210416,42418,42433,42119,42254,6149600
20210415,42168,42524,42129,42278,6935592
20210414,42066,42293,41893,42240,6935392
20210413,41488,42095,41474,41951,4864650
20210412,41623,41676,41382,41479,6113687
20210409,41710,41888,41378,41479,7459342
20210408,41652,41768,41493,41676,5527604
20210407,41691,41859,41561,41715,5300731
20210406,41797,41821,41392,41614,5097607
20210405,41623,41681,41315,41556,5383414
20210402,41353,41614,41329,41474,5554759
20210401,40934,41093,40771,41016,5419517
20210331,40862,41137,40636,40645,7511254
20210330,40409,40905,40409,40756,5292853
20210329,40515,40525,40149,40303,6660478
20210326,40163,40424,40058,40375,6886480
20210325,39725,40269,39706,40005,10151444
20210324,39759,40000,39518,39831,5886908
20210323,40640,40727,39971,40014,6897518
20210322,40491,40559,40096,40395,6585569
20210319,40192,40539,40125,40327,9629176
20210318,40775,41156,40756,40756,9020046
20210317,40795,40809,40207,40462,8437888
20210316,40640,40886,40554,40785,5787009
20210315,40689,40771,40404,40448,8817829
20210312,40713,40867,40481,40645,7216977
20210311,39643,40404,39629,40289,6661092
20210310,40236,40236,39383,39484,8497930
20210309,39971,40024,39084,39711,12347114
20210308,40708,40708,39879,39961,8611148
20210305,39956,40472,39730,40342,10756475
20210304,40559,40886,40265,40559,7034411
20210303,40534,41093,40395,41084,6374730
20210302,41146,41353,40308,40631,8927463
20210226,40428,40462,39817,40183,10687528
20210225,40477,41353,40428,41325,9194319
20210224,40708,41122,39841,39874,10803227
20210223,40515,41060,40207,40742,8026785
20210222,41483,41681,40746,40785,8840939
20210219,40891,41243,40197,41219,10096754
20210218,41382,41551,40838,40862,9176345
20210217,41676,41691,41175,41455,18194725
20210216,41888,42269,41700,41907,8866367
20210215,41724,41922,41570,41724,6853978
20210210,40973,41233,40559,41122,6773654
20210209,41272,41570,40838,40838,8548157
20210208,41339,41517,40925,40978,7671722
20210205,41103,41459,40838,41382,13755028
20210204,41459,41459,40587,40862,18816542
20210203,41551,41821,41026,41556,10666220
20210202,41045,41816,40785,41214,12994429
20210201,39504,40631,39219,40612,11101669
20210129,41002,41064,39417,39624,13838377
20210128,40616,41088,40303,40534,11246153
20210127,41735,42154,41162,41292,9123979
20210126,42495,42529,41239,41432,11023195
20210125,41769,42649,41634,42591,6635180
20210122,42028,42274,41595,41595,13553932
20210121,41668,41947,41389,41889,9443577
20210120,41773,41855,40845,41283,11098443
20210119,40210,41331,40022,41047,10132907
20210118,40508,40893,39892,39993,12428213
20210115,42086,42519,40931,40946,12378402
20210114,41706,42178,41610,41865,9447896
20210113,41725,42240,41393,41918,12458534
20210112,41793,42077,40537,41682,26493805
20210111,42341,43660,41312,42009,24012986
20210108,40652,42134,40527,41903,11972555
20210107,39656,40455,39637,40128,9095300
20210106,39714,40109,39065,39214,15817935
20210105,38805,39599,38684,39599,9484232
20210104,38093,39084,37919,39012,12662616
20201230,37068,38097,36991,38011,13235994
20201229,36948,37260,36510,37227,17071982
20201228,36654,36923,36462,36606,10230062
20201224,35778,36553,35778,36423,10441006
20201223,35393,35759,35090,35711,16431050
20201222,35658,35745,35211,35211,13612677
20201221,35802,35822,35355,35793,14570956
20201218,35884,35908,35658,35749,7853500
20201217,35855,35865,35427,35798,8491372
20201216,35961,36053,35730,35831,7981187
20201215,35701,35749,35326,35682,14311820
20201214,35846,36019,35639,35682,14225383
20201211,35745,35990,35721,35822,10845814
20201210,35393,35836,35196,35514,12201759
20201209,35201,35798,35158,35798,13768916
20201208,35523,35543,34989,34989,13686055
20201207,35663,35716,35134,35557,19415401
20201204,34879,35571,34869,35365,11556886
20201203,34614,34782,34474,34744,12638769
20201202,34070,34547,34027,34498,8227543
20201201,33584,34003,33575,33907,5625750
20201130,33998,34133,33377,33377,15595780
20201127,33815,33940,33705,33892,9951635
20201126,33469,33815,33382,33815,8529180
20201125,33897,34008,33310,33483,11468020
20201124,33618,33883,33507,33681,11895712
20201123,32863,33536,32771,33498,9304418
20201120,32646,32853,32569,32747,7588334
20201119,32540,32723,32454,32713,7602348
20201118,32718,32858,32598,32670,8064933
20201117,32795,32915,32617,32704,11532803
20201116,32242,32800,32160,32713,9872283
20201113,31578,32040,31544,32030,9197029
20201112,31838,31886,31602,31698,13547681
20201111,31462,31905,31434,31852,10499418
20201110,31501,31501,31130,31347,13146068
20201109,31260,31587,31241,31352,9702446
20201106,31005,31198,30875,30962,11478065
20201105,30409,30909,30346,30885,9207400
20201104,30235,30389,29980,30221,15177314
20201103,29567,30067,29562,30033,7146224
20201102,29071,29475,29042,29446,8620627
20201030,29697,29711,29004,29004,20727258
20201029,29750,29841,29480,29812,10194888
20201028,29857,30131,29766,30126,5732525
20201027,30011,30193,29900,29967,8076309
20201026,30376,30481,30198,30227,8875357
20201023,30299,30385,30054,30284,7771633
20201022,30212,30227,29996,30174,9018741
20201021,30337,30467,30236,30380,8952542
20201020,29943,30284,29833,30284,9540320
20201019,30102,30313,30054,30073,9726291
20201016,30256,30323,29804,30006,9143925
20201015,30356,30385,30049,30184,7380490
20201014,30746,30765,30352,30409,9485703
20201013,30871,30909,30481,30712,10544204
20201012,30760,30798,30597,30688,8366855
20201008,30765,30822,30467,30563,8923208
20201007,30073,30568,30030,30553,7064501
20201006,30313,30467,30164,30260,9113685
20201005,29852,30304,29799,30193,9928618
20200929,29886,29972,29727,29866,11815202
20200928,29444,29660,29328,29588,6967772
20200925,29232,29295,29021,29160,12232932
20200924,29338,29444,29016,29031,21538273
20200923,29790,29866,29136,29718,20689863
20200922,30260,30323,29477,29607,18265249
20200921,30534,30803,30232,30313,8725762
20200918,30601,30664,30385,30573,9347320
20200917,30861,30895,30414,30472,12618072
20200916,30991,31111,30871,30928,10708029
20200915,30875,31043,30750,31015,11113157
20200914,30635,30822,30568,30774,7936899
20200911,30241,30395,30059,30366,10618152
20200910,30385,30515,30294,30385,9097641
20200909,30107,30318,30044,30097,10512829
20200908,30342,30472,30217,30472,12362545
20200907,29953,30179,29838,30087,10676496
20200904,29602,30001,29583,29953,8209019
20200903,30208,30486,30188,30376,8806715
20200902,29972,30063,29631,29924,7868939
20200901,29597,29881,29545,29770,7799647
20200831,30246,30376,29540,29540,9067125
20200828,30078,30361,29857,30025,7710959
20200827,30203,30251,29866,29866,7645215
20200826,30102,30256,29751,30135,8029404
20200825,29958,30184,29823,30131,8821435
20200824,29487,29794,29170,29742,9759822
20200821,29314,29766,29117,29415,8911759
20200820,29890,30030,28934,28978,10014588
20200819,30246,30448,30102,30140,8558742
20200818,30779,30909,29943,30035,7960290
20200814,30952,30991,30395,30669,10047254
20200813,31327,31346,30674,30995,9988563
20200812,30731,31010,30491,31010,9460003
20200811,30529,31010,30472,30842,9284047
20200810,29958,30515,29924,30457,9323575
20200807,29977,30164,29751,30011,8449106
20200806,29516,30054,29516,29886,10134977
20200805,29184,29425,29083,29420,7255366
20200804,28930,29213,28925,29103,6820470
20200803,28762,28838,28574,28757,6015659
20200731,29107,29223,28709,28757,7328518
20200730,29064,29208,28978,28987,6667108
20200729,28802,29137,28778,28950,8068554
20200728,28413,28955,28413,28802,6863847
20200727,27895,28370,27881,28212,6583886
20200724,27862,28121,27819,27943,5521063
20200723,28274,28274,27905,28097,7993088
20200722,28361,28471,28217,28265,8205881
20200721,28217,28480,28188,28370,8115360
20200720,28111,28154,27780,27963,6517579
20200717,27857,28073,27852,28030,7691861
20200716,28126,28140,27737,27819,8011588
20200715,28150,28327,27982,28126,8624620
20200714,27694,27847,27579,27847,7341092
20200713,27651,27915,27550,27891,6384649
20200710,27689,27708,27243,27368,7874033
20200709,27646,27843,27608,27636,8341115
20200708,27589,27713,27430,27507,8706189
20200707,28082,28164,27569,27589,8379674
20200706,27560,27987,27517,27924,9359733
20200703,27382,27517,27238,27502,6224564
20200702,27013,27277,26994,27277,5468401
20200701,27224,27253,26860,26936,7365912
20200630,27075,27267,26922,26922,9201812
20200629,26792,27042,26596,26692,12116401
20200626,27013,27262,26860,27128,18525557
20200625,27037,27214,26754,26754,17435309
20200624,27133,27603,27123,27445,10471709
20200623,27152,27382,26740,27003,14185900
20200622,26879,27167,26840,26932,7543925
20200619,27286,27315,26668,27123,10920605
20200618,26984,27143,26812,27027,8821541
20200617,27119,27301,26658,27104,13500056
20200616,26270,27181,26236,27181,14257521
20200615,26663,26879,25608,25608,20685307
20200612,26538,27032,26442,26965,15116468
20200611,27766,27991,27229,27526,11477957
20200610,27891,28102,27780,27987,6210094
20200609,28092,28279,27608,27900,8436017
20200608,28293,28423,27790,27886,13401780
20200605,27397,27953,27315,27924,12881289
20200604,27780,28082,27368,27464,14203627
20200603,26692,27598,26692,27430,9637018
20200602,26188,26505,26126,26462,9344464
20200601,25742,26188,25742,26188,7960909
20200529,25560,25848,25435,25680,8367623
20200528,25838,26001,25426,25728,11739924
20200527,25517,25785,25469,25651,10091051
20200526,25220,25637,25205,25637,8915393
20200525,25004,25186,24826,25181,8205625
20200522,25296,25330,24759,24869,9094493
20200521,25339,25383,25224,25296,7662829
20200520,25028,25258,25009,25186,8136153
20200519,25042,25186,24956,25128,6789218
20200518,24462,24572,24251,24495,8800742
20200515,24481,24481,24160,24337,8685765
20200514,24313,24380,24141,24280,7137318
20200513,23978,24539,23944,24539,9179865
20200512,24462,24486,24049,24260,13144405
20200511,24668,24826,24400,24433,6090052
20200508,24563,24788,24563,24611,6614711
20200507,24366,24577,24280,24400,8649629
20200506,24457,24457,24097,24457,10236160
20200504,24284,24347,23978,24011,16939764
20200429,24630,24932,24558,24764,10344072
20200428,24543,24687,24299,24601,9267737
20200427,24061,24547,24024,24453,6437540
20200424,24198,24250,23868,23977,6005128
20200423,24255,24481,24109,24340,17558630
20200422,23576,24198,23448,24104,22004217
20200421,24047,24146,23500,23896,20594526
20200420,24425,24510,24099,24165,11550719
20200417,24222,24656,24198,24458,15257443
20200416,23486,23778,23349,23736,11010608
20200414,23528,23863,23448,23736,20106870
20200413,23665,23665,23321,23330,30873354
20200410,23491,23769,23415,23736,12845623
20200409,23576,23613,23288,23538,21292379
20200408,23392,23693,23170,23170,14577231
20200407,23500,23764,23109,23514,13930787
20200406,22486,23189,22462,23151,14337123
20200403,22368,22514,21995,22264,15709871
20200402,21769,22326,21467,22321,15771799
20200401,22519,22778,21656,21656,19880478
20200331,22467,22774,22302,22722,12513256
20200330,21755,22557,21618,22326,16780692
20200327,22859,22972,21708,22458,19395357
20200326,22354,22689,21590,21929,17515593
20200325,21783,22415,21491,22363,37491790
20200324,19906,21151,19618,21151,20188623
20200323,19085,19830,19047,19354,23816856
20200320,19646,20561,19231,20561,42417886
20200319,21071,21217,18816,19094,62363087
20200318,21811,21977,20604,20604,29995428
20200317,21486,22467,21316,21802,50097347
20200316,23302,23557,22236,22302,42579720
20200313,21910,23627,21755,23142,35805862
20200312,24396,24443,23302,23755,29099881
20200311,25293,25349,24477,24580,19903762
20200310,25151,25415,24995,25335,23973806
20200309,25472,25585,25024,25193,15094219
20200306,26486,26594,26175,26302,10527973
20200305,26764,26962,26533,26840,8085937
20200304,25811,26646,25811,26604,6639997
20200303,26477,26538,25887,26014,9944490
20200302,25778,26052,25453,25896,15117453
20200228,26118,26208,25599,25651,22863076
20200227,26774,26859,26415,26505,13779883
20200226,26783,26948,26590,26783,10765422
20200225,26868,27189,26745,27179,13740237
20200224,27462,27462,26863,26882,13788728
20200221,27944,28189,27868,27934,9625888
20200220,28670,28755,28170,28340,6257604
20200219,28585,28642,28222,28486,7880513
20200218,28679,28745,28392,28434,8811002
20200217,28868,29019,28745,28892,5261074
20200214,28689,29028,28552,28915,8150795
20200213,28877,29047,28665,28741,8123803
20200212,28543,28859,28462,28811,7009368
20200211,28392,28755,28392,28576,7981946
20200210,28127,28330,28010,28302,5387214
20200207,28632,28632,28274,28453,6539402
20200206,28165,28741,28123,28694,8186252
20200205,28010,28080,27717,27863,9400806
20200204,27264,27807,27241,27727,17139765
20200203,26925,27354,26793,27260,8584126
20200131,27708,27816,27231,27231,6918148
20200130,28014,28080,27448,27524,8768951
20200129,28080,28197,27910,28052,3151771
20200128,28160,28306,27816,27957,8666577
20200123,29026,29064,28810,28833,5963280
20200122,28772,29243,28758,29215,6446238
20200121,29135,29191,28800,28833,6393005
20200120,29069,29323,29055,29158,6358510
20200117,29022,29191,28880,28942,12757867
20200116,28584,28885,28551,28876,6903729
20200115,28687,28725,28537,28584,5186269
20200114,28767,28951,28730,28753,6342992
20200113,28325,28635,28306,28617,5689985
20200110,28094,28348,28089,28325,10946291
20200109,28014,28094,27910,28094,4855753
20200108,27599,27783,27453,27632,6786037
20200107,27717,27920,27651,27811,5875779
20200106,27552,27632,27477,27534,6118295
20200103,27995,28150,27599,27745,8427323
20200102,28070,28141,27698,27750,5085358
20191230,28226,28235,28047,28047,8054695
20191227,27858,28386,27816,28146,5893817
20191226,27623,27741,27534,27741,4424034
20191224,27825,27844,27604,27628,5876361
20191223,27924,27929,27731,27807,7705393
20191220,27849,27882,27717,27811,7848654
20191219,27821,27901,27623,27750,7305138
20191218,27764,27901,27656,27722,7129048
20191217,27458,27778,27416,27727,11226347
20191216,27359,27449,27331,27350,5673657
20191213,27279,27383,27232,27359,7921145
20191212,26615,26940,26573,26940,7596693
20191211,26347,26507,26276,26460,6161200
20191210,26144,26375,26116,26356,6323841
20191209,26239,26300,26135,26224,8114325
20191206,25909,26140,25909,26107,8080348
20191205,26003,26083,25697,25805,5922937
20191204,25867,25918,25735,25867,5214164
20191203,25947,26088,25824,26041,4250272
20191202,26253,26352,26149,26173,6712785
20191129,26601,26639,26069,26088,5519209
20191128,26545,26658,26479,26545,4853402
20191127,26714,26808,26531,26662,5108505
20191126,26686,26855,26634,26634,5722108
20191125,26498,26719,26493,26629,5706426
20191122,26243,26385,26234,26337,5479927
20191121,26573,26601,26140,26210,7181286
20191120,26813,26888,26592,26601,5984765
20191119,26931,26983,26757,26950,4703543
20191118,27072,27105,26978,27067,5369638
20191115,26785,27124,26714,27096,6116362
20191114,26559,26719,26502,26719,4898659
20191113,26634,26634,26441,26507,5164757
20191112,26559,26733,26474,26724,6752342
20191111,26681,26691,26441,26488,7239610
20191108,26926,26973,26667,26695,5633513
20191107,26785,26851,26691,26785,6510078
20191106,26804,26987,26757,26818,10789649
20191105,26653,26822,26620,26804,5908454
20191104,26493,26644,26399,26625,5728798
20191101,26036,26248,25975,26248,6852904
20191031,26088,26309,26003,26050,9448505
20191030,26177,26177,25932,25951,10044805
20191029,26308,26341,26106,26148,5869671
20191028,26219,26336,26153,26205,4360350
20191025,26158,26167,25989,26106,5470703
20191024,26115,26153,25862,26082,6031087
20191023,26115,26148,25956,26012,5209008
20191022,25932,26209,25927,26172,6154751
20191021,25707,25834,25707,25829,4388417
20191018,26003,26106,25664,25683,6575629
20191017,26054,26073,25895,25942,5084993
20191016,26031,26153,25942,26026,5810700
20191015,25805,25918,25805,25880,4087727
20191014,25871,25974,25829,25848,5498164
20191011,25613,25688,25495,25585,6007974
20191010,25307,25509,25073,25406,7426156
20191008,25289,25603,25275,25589,4839312
20191007,25298,25401,25152,25218,4005384
20191004,25218,25448,25176,25176,5873233
20191002,25646,25646,25279,25279,5516254
20191001,25730,25946,25702,25829,2449476
20190930,25491,25791,25444,25768,4648116
20190927,25777,25782,25477,25552,3738508
20190926,25862,25974,25702,25824,5508897
20190925,26026,26040,25768,25777,6135819
20190924,25998,26153,25909,26153,5685518
20190923,25909,26026,25904,25998,4298255
20190920,25815,26003,25777,25965,5563307
20190919,25627,25937,25627,25824,5396439
20190918,25561,25711,25477,25655,4411448
20190917,25523,25580,25439,25514,6401865
20190916,25547,25552,25340,25523,4066090
20190911,25336,25486,25326,25444,4448087
20190910,25176,25279,25129,25256,4335134
20190909,25002,25256,24993,25148,3901505
20190906,25002,25012,24885,24946,7227759
20190905,24659,25007,24645,24833,6710641
20190904,24237,24617,24213,24617,4685765
20190903,24283,24415,24208,24255,5888329
20190902,24274,24410,24246,24349,5878337
20190830,24067,24406,24067,24307,5359705
20190829,24053,24067,23856,23912,5811685
20190828,23898,24063,23851,24044,3668583
20190827,23856,23964,23762,23814,3863007
20190826,23668,23795,23607,23739,4069000
20190823,24011,24147,23983,24091,5658035
20190822,24330,24330,24091,24114,5484351
20190821,24213,24396,24199,24307,7230533
20190820,24011,24307,23978,24260,5435122
20190819,24025,24067,23922,24025,4725900
20190816,23814,23875,23649,23875,5281436
20190814,24020,24152,23936,23955,8705575
20190813,23927,23936,23772,23786,5573916
20190812,24011,24114,23936,24030,5722996
20190809,23973,24091,23941,23992,5593967
20190808,23922,24030,23743,23828,6430102
20190807,23870,23973,23635,23725,7347078
20190806,23659,24185,23602,23870,12971577
20190805,24622,24894,24171,24208,16896274
20190802,24758,24819,24622,24744,7420863
20190801,24899,25171,24885,25026,4206225
20190731,25223,25340,24965,25054,4869106
20190730,25322,25383,25256,25307,6757254
20190729,25541,25565,25148,25241,3554714
20190726,25523,25621,25462,25584,2215867
20190725,25757,25809,25509,25640,5088484
20190724,25874,26001,25659,25687,4377909
20190723,25869,26015,25827,25935,4192851
20190722,25748,25888,25715,25809,4331274
20190719,25602,25879,25602,25818,4930086
20190718,25476,25551,25368,25462,4950041
20190717,25598,25626,25429,25518,4426200
20190716,25668,25809,25598,25748,4636682
20190715,25565,25696,25481,25635,2125018
20190712,25555,25687,25509,25649,3163167
20190711,25434,25673,25406,25593,4636036
20190710,25284,25410,25279,25284,4530110
20190709,25316,25406,25190,25190,6002559
20190708,25593,25593,25237,25241,5704174
20190705,25823,25874,25621,25780,4959949
20190704,25630,25823,25574,25818,5912918
20190703,25916,26001,25565,25602,5184041
